ReviewID	Text
37	Nice different restaurants, a good support for those who want to make a trip to the Grand Canyon or to a show, when you didn't book this in advance.
37	I will book this hotel again.
38	I have stayed at a few 5 star hotels in Vegas I prefer the Venetian overall.
38	The hotel offered a large selection of restaurants and shops.
38	I would stay here again.
39	The Venetian is the 7th hotel where we've stayed in Vegas and we were really looking forward to it having been all thru' the public area on numerous occasions previously.
39	What we hadnt realised until staying there is the complete lack of a quiet area just to sit and relax.
39	The only escape from the pandemonium was our suite which was of a very high standard but you don't want to stay in your room when on vacation.
39	The pool area was packed out with (padded) sun beds to the extent that there is absolutely no room for any parasols, other than the dining area, which most people would probably agree were necessary in the 118 deg temp.
39	Beautiful rooms / suites but we won't be using the hotel again
40	Very comfortable accommodation, upgraded to a better floor with city views.
40	The interior was very clean, and food was good.
41	Our hotel stay at The Venetian was GREAT!
41	It's right in the center of the strip and close to Caesar's Palace which have the Forum Mall located inside and right across the street from the Fashion Show Mall.
41	The staff was so friendly and knowledgeable when answering questions.
41	I would most definitely recommend this hotel when visiting Las Vegas.
43	In spite of being a HUGE facility, my stay was outstanding!
43	The rooms are extremely roomy, comfortable, clean and peaceful.
43	The convenience and connection to other hotels and the mall via walkways provides an added plus for shopping, casinos and restaurants.
44	We stayed at the Venetian for 3 nights and it was excellent.
44	Everything was fantastic, the room, restaurants, shows, and the staff!
44	Definitely will stay there again!
45	We are a couple in our mid thirties visiting Vegas for the first time.
45	This was a romantic get away with some relaxation and reconnection.
45	We loved our Venitian suite!
45	The bed was very comfortable, the tub was great for a relaxing soak.
45	There are 3 televisions in the room...
45	one in front of the bed, one in the sitting area and the last one in the bathroom.
45	You wont miss a thing!
45	We didn't take advantage of room service, so we can't comment on that.
45	The resort is HUGE, it took us a while to find the check in desk and then to find our room, you really can't be in a hurry when staying at the Venitian, it's so big and Grand you are bound to get lost!
45	Also, be prepared for the extra daily resort fee that the hotel charges on top of the hotel cost.
46	Need to supply at least a mini fridge (one that is not full of over priced items) for guest convenience.
46	Other than that and a ridiculous daily extra room fee, really nice experience.
47	Luxurious large room, well maintained property, friendly and knowledgeable staff - wish we were staying in Vegas more than one night!
48	Hotel is amazing rooms are big and clean central location good casino
49	The rooms are large and accommodating.
49	Avpid the rooma right next to the elevator.
49	Someone got sick outside the door and the smell lingered all night in to room.
50	It was a great vacation for my husband and I and our 21 year old twins.
50	A memory maker, for certain.
50	Hotel staff was helpful and friendly.
50	Our room had spectacular views, and the meals in the canals were very good.
50	Wish the hotel was in the middle of the strip, as we walked alot, but didn't bother us that much.
51	it's one of the best.
51	The suite was so big and wonderful.
51	The hotel itself is so huge with all the facilities you'd expect.
51	The staff were so helpful, they would guide you to whatever you wish and assist you with anything you need.
53	Had 4 days at the Venetion, and rate it 9.8 out of 10, with the ONLY small gripe was only warm water in bathroom sink, but hot in shower[?
53	]. Hotel staff in all areas were great.
53	Outstanding room, beyond beautiful facility.
54	Room was large and well organized.
54	Loved the modern style and finishings in the room.
55	The staffs were very professional, rooms were very clean and nicely decorated.
56	The Bouchon restaurant was excellent!
56	The decor, the service, and the food were incredible.
56	Kevin, our waiter was so pleasant...
57	Our original reserved room had the water shut off suddenly, reception only reacted after we called for the 3rd time asking when the water would be turned back on.
57	That is when they offered us a new room with a better view, plus a credit note for the trouble.
57	I would have not mentioned this except that for 3-4 hours we were without water and reception was not really communicating very well the water situation to us.
57	In the end we were happy.
57	Besides that issue, the second pool was closed for some reason, which caused the main pool to be crowded.
57	Overall though nice hotel.
58	Only one thin and torn blanket is given for sofa bed, and there are many holes on this blanket.
59	Great staff, wonderful service.
59	Very neat and clean.
60	Very good overall but not at nice at Pallazzo where we usually stay.
61	Everything was absolutely amazing.
61	We will definitely be staying there going forward as our hotel of choice
62	Would highly recommend The Venetian to others.
63	The logistics of the Venetia Tower required walking (and more walking, while hauling luggage), and two elevator bank changes before arriving at a very comfortable room.
63	I wasn't expecting that, especially with a late arrival when you just want to get to your room quickly.
63	Otherwise, very nice facility.
65	Hotel was best we have ever stayed in Las Vegas.
65	Room was very large with split level bedroom and lounge area.
65	It was kept clean as was the rest of the hotel.
65	Pool area was large with a number of separate pool areas, again kept in very good order.
65	Location great in centre of ""strip"" and close to other places.
65	All in all great experience in a great hotel.
66	This is our second time at the Venetian, and it will not be our last.
66	Beds situated in a raised area above the sitting quarters and business desk.
66	Large bathroom, with a huge tub and a shower big enough for two.
66	Two televisions, one in the bed area, the other in the sitting area.
66	Beds are wonderfully comfortable, nighttime blinds block the daylight, so you can stay out late, and sleep in without being awaken by bright light.
66	Hotel staff are quick to respond, our luggage was delivered within 15 minutes of arrival.
66	Valet parking is part of the Venetian experience, take advantage of it!
66	The tip you give the driver is worth not having to deal with the self parking garages.
66	Lines to check in are long, but seeing that not one resort I have stayed in within Vegas are any shorter, this is something I have just come to expect from Vegas.
67	After a disappointing stay at the Encore, I was dreading my stay at the Venetian.
67	I was ready to be done with 5 star establishments, and not looking forward to my stay at another one.
67	I am very glad I didn't cancel, because the Venetian is a much better experience than the Encore was.
67	I wish I had stayed all three nights there instead of just the last one.
68	Concierge was most helpful.
70	Except for the slow check-in, all was perfect at the Venetian.
70	Lovely room, and everything extremely clean and well-maintained.
70	Staff was very helpful and friendly.
70	Food (room service breakfast and Bouchon restaurant) was high quality and very enjoyable.
70	I would stay at the Venetian again.
72	This resort was excellent.
72	The suite we stayed in was pricey, but well worth the money spent.
72	Siena suite was far beyond what I expected.
74	People tend to speak of the negative only...
74	I must say that our stay at the Venetian was fantastic.
74	We chose this hotel because of the location to the finish line of the Rock n Roll Marathon.
74	Close and easy access was key...
74	The negative, we don't have any.
75	Very nice experience , whether within the hotel or Las Vegas as a whole ,it is a unique place, most be seen.
76	First time there and had a great time.
76	Will definitly go back.
76	Hotel was just a beautiful as the pictures.
76	It was very clean and staff were very friendly.
76	Will definitly recommend it!
77	Nice comfortable junior suite type room.
77	however, no frig for personal use so unable to chill own bottles of water or vitamin drinks.
77	the minibar is weight sensored so couldn't add things in there.
77	I found these things to be a bit inconvenient.
77	My stay was only for two nights so was able to cope.
77	Great coffee shop/bakery near the guest elevators which made breakfast easy.
78	We really enjoyed out stay at the Venetian.
78	The room was clean, the bed was very comfortable, and bathroom was large.
78	They accommodated us when we requested our room to be in close proximity to another room.
79	The Venetian was more than what we imagined, the pictures on the internet do not do it justice.
79	The easy accessibility from either direction on Las Vegas BLVD is also a plus!
79	We will definitely stay there again or at the Palazzo.
80	Absolutely amazing in every aspect and a great deal.
80	loved the restraunts and casino
84	The hotel was fabulous.
84	The room was spacious.
84	Needed a rug on the bathroom floor.
85	Great getaway from the Vegas ""buzz"" at the Venezia Pool.
85	In suite Breakfast promo was wonderful food and excellent set up.
85	Free parking all the time.
86	It is the best hotel in Vegas, very clean comfortable, beautiful, etc.
87	The staff was professional, friendly, and helpful.
87	The room was more than I'd expected, an exquisite King-sized bed, a sitting room with two televisions, a remote control with adjustable draperies.
87	The Italian-style bath had both a shower, two sinks and a garden-sized bathtub.
87	There is a safe, an iron with an ironing board.
87	There are swimming pools and various shops in which you don't even have to go out on the strip.
87	Its opulence is superb, the beds extremely comfortable.
87	Would stay in the classy place again.
88	I've been to Las Vegas five times and have stayed in five different hotels.
88	The Venetian far exceeded all of my other hotel experiences.
88	The hotel exudes luxury from top to bottom, and no expense has been spared at giving guests a five-star experience.
88	The grounds are clean, the facilities are excellent, and the rooms are awesome.
88	You really can't go wrong staying here.
89	We got married at the hotel and everything from beginning to end was efficient and really friendly.
89	The hotel has everything you will need including a spa where you can get your make up and hair done.
89	Everyone was so helpful which made the whole four days leading up fun and stress free.
89	Totally recommend it to anyone.
90	The suite was awesome,had a great time at the nascar race.
90	i had thecsmallest siute they have andca view of the strip.
90	i have been to vacation a few times but the venetian was the best.
91	nice right on the strip.
91	Needs coffee/tea service, refrigerator and microwave would be useful.
91	Love the bathroom but you need a step stool to get insdie the tub as it is high.
91	The hotel is vast so if someone has trouble with walking use a scooter provide
92	Did not want to leave!
92	We will return to the Venetian for sure!
93	I have nothing but great things to say about the Venetian.
93	I have stayed and visited other Vegas hotels.
93	however, this hotel is in a completely different category than others.
93	The staff were all very nice.
93	The room was so unbelievably gorgeous.
93	Hotel beds always give me a backache the next morning but not theirs...
93	it was such a comfortable pillow top and I felt very rested each morning.
93	I loved the shopping and restaurants that were located at the hotel.
93	Overall,  wonderful experience.
94	Hotel does not offer any great lounges or bars to enjoy a few cocktails while relaxing.
94	It does not have any of the Vegas over the top decorations.
94	The main focus of the property is shopping.
94	It's an indoor mall with all the usual stores that everyone has in their hometown.
94	Wish we had stayed at the Wynn
96	Front desk people were very accommodating and gave us a warm welcome.
96	If ever I am coming back to Vegas, I would choose the same hotel.
97	By far, the BEST customer service in Vegas!
97	Our front desk employee was professional, charming, informative, and and over-all delight.
97	Our room was nice and very comfortable.
97	The only thing I would have changed would have been to have our IPhone music hook up working properly.
97	Unfortunately, we couldnt use it.
98	Our room was in the Venezia tower.
98	"" was needed to find the bank of elevators that would get us up to our room.
98	The hotel was confusing.
98	The Venetian tower, where our friends were staying, was much easier to find.
98	The Venetian tower was closer and more convenient to the pools, shopping, restaurants, etc. of the hotel.
99	I can't say enough good things about this hotel.
99	Our stay was perfect, from the cleanliness, down to the awesome staff.
99	Will definitely be back!
100	Great food, great casino, great shops and great suites.
100	No complaints at all.
102	Great Stay-No Refrigerator Available.
102	Unable to charging in dine to the room.
102	:( Overall- great service.,
103	Only stayed one night but it was impressive in terms of decor and so on.
103	These hotels are huge so will inevitably feel impersonal.
103	The fitness facilities were outstanding.
104	It's is the second time we've stayed at the Venetian.
104	The rooms are roomy and quiet and quite luxurious.
104	The amenities (pool, gym, restaurants) are A1.
104	Access to shopping and to other hotels and attraction is the best.
104	It is located very well on the Strip.
105	Stayed in Bella 2 Queens Suite with friends.
105	My friends really liked this hotel.
105	Fridge was fully stocked with beverages including beers and alcohol.
106	Great hotel but terrible room service food and very inefficient taxi stand (only 1 employee who has to open the door for 50+ people waiting in line).
107	From the moment we stepped out of our car we were treated like we were the only guest that was arriving.
107	Staff super nice and always helpful.
107	Absolutely, wonderful experience.
107	Can't wait to go back again.
107	By far the best hotel I have ever stayed in.
109	Fabulous in most respects, however there was a long walk from lobby to guest elevators via casino, then a long walk to our room from the elevator, dont forget anything when you head out.
109	Handy little cafe at bottom of lifts and good food places in Grand Canal Shops one floor up from lobby.
109	Walk walk walk have good shoes
111	Very nice hotel with a lot of options for all.
111	Very large and getting lost is easy but staff every where to help you get to where you want to go.
111	Beautiful inside and out!
112	The hotel is one of if not the nicest on the strip.
112	Extra large rooms and exceptionally friendly staff.
112	The casino is brightly lit and doesn't smell from cigarette smoke.
112	We'll definitely go back.
113	Nice place to stay.
113	Staff are very professional.
113	Casino is very clean.
114	I loved the space in our room it was so nice and airy and big.
115	The stay was quite nice and the hotel was beautiful.
115	Remember about ""resort fees"" that get added to your bill at the end of your trip...
115	It's i. The very small print you don't notice when checking in at the grand foyer.
115	Even if you paid in advance, it's there extra ( accounted for an extra 50% of my room charge Per night.
115	For the level of opulence, the wall paper was peeling off in my bathroom, and they were doing construction in the room beside mine.
115	When I called to ask the drilling to stop in the morning, they exclaimed that it was within business hours...
115	and sorry but there was nothing they could do.
115	Others in my party paid for a room upgrade, and they too were placed directly under construction that was there every day.
115	I enjoyed my stay but felt not like a somebody, but rather just a person in a room #, helping to pay for the bright lights.
117	The facility was very nice, clean but confusing to get around.
117	Concierge staff was very helpful.
117	Internet services were down at times.
117	""Coupon"" book of values for Winter in Venice were not that valuable.
117	Gym facilities were nice.
117	Spa services too expensive--easier to get a lot more for a lot less at off the strip spas.
118	Excelent vacations in a excelent hotel, great pool, shopping and restaurants
119	We stayed at Treasure Island years ago and I always said that if I returned to Vegas I would stay at the Venetian.
119	We were not disappointed.
119	Our stay at the Venetian was wonderful.
119	We were given an upgraded suite with a beautiful view of the strip.
119	The staff was very friendly and helpful.
120	The room was more beautiful than we expected.
120	Our stay was great.
121	Overall expereience was good but the signs in the hotel was not clear.
121	Take a long walk and have to ask different staff before we can get to the Front Desk from the self parking.
121	Hotel room is clean but the bathroom ventilation need to be improved.
121	The bathroom has a strong stinky smell when we first checked into the room.
121	We have to spray fragrance to cover that smell from time to time.
123	We arrived before scheduled check in, but was accommodated with a room upgrade.
123	The room was pristine and the service was exceptional.
123	Checkout was quick and easy.
123	Overall, it was a great experience.
124	For our resort fee, how about some moving sidewalks that actually move--especially nice after a 45 minute trek in 32 C weather?
124	Found no real benefit to my IHG membership here, but spacious, comfortable rooms.
125	Not cheap but you get what you pay for !
125	Also had dinner at Lavo and it was an excellent meal !
126	as the hotel has two wings, we entered the wrong wing (not knowing this) to check in, we were checked in but had to walk a long distance to our rooms which was quite hard to find, additionally my car was valet park at the Venetian wing while my rooms was at the Palazzo wing which was a bit of an inconvenience.
126	Other than that every thing else were excellent, especially the good restaurant.
126	Highly recommend Carne Vino, although very pricey, the steaks and service were excellent.
127	Highly recommended -- easy to access all parts of the 'Strip' as fairly centrally located.
127	Would definitely stay here again.
128	loved staying at the venetian.
128	tons of options between the venetian-palazzo that can be enjoyed at all hours.
128	pool deck was great.
128	casino was clean and not overly smokey or crowded.
128	everything i needed was under one roof and i never had to leave the building.
129	The hotel was absolutely beautiful but, the upgraded cost was very disappointing.
129	I checked in and asked for adjoining room with our friends and we were told that they only had those rooms on the 30th floor but, it was a $45.00 and I asked was it a one time and I was told absolutely one time but, when came to check out time, we learned it was per night and the list goes on.
129	I will book through Expedia again but, not this particular resort.
130	I checked out MGM, Encore, Paris and more, and still found this hotel to go beyond my expectations.
130	Would only stay here when in Vegas.
131	Venetian is top notch Vegas hotel.
131	We will definitely be staying there again.
131	Large spacious and clean rooms yet the noise of Vegas cannot be heard for the times when you actually decide to sleep.
132	We checked in early and room on 4th floor could hear pounding of construction on 5th floor.
132	Changed rooms and new room was fine.
132	Large room with beautiful bathroom and living room.
133	This was our third stay at this resort and it will be our last.
133	We checked in late on June 5th (just after midnight) for a five night stay so didn't look out the window when checking in.
133	Upon waking up the next day we opened the blinds to discover that we looked out at a brick wall.
133	The room had no sunlight coming in at all and was dark and dreary.
133	I don't expect to have a stunning view but this is ridiculous.
133	I immediately went down to front desk and asked to switch rooms and was told that in order to do so I would have to pack up my belongings and move to another room with a view of the pool at a upcharge of $45 plus tax per night.
133	I told the front desk that I didn't want to pay extra for a view I just didn't want to be looking into a brick wall.
133	Front desk staff and management were not at all friendly or helpful.
133	We did end up packing up, switching rooms and paying the extra only to find out the new room had a sewage smell in the bathroom!
133	Will never return and would not recommend.
134	Service could have been better.
134	Card reader on door was not working and each time I entered the room it was a challenge just to get in the door.
135	Very clean, everyone helpful, 10 out of 10 for all you would want
136	As it was a business trip we needed wifi in our room.
136	We were not able to connect to wifi at all.
136	After several calls made we were told that the location of our room was such that the wifi is poor.
136	This was past midnight.
136	Next day the checkout process was 2 hours long.
136	It took them over an hour to get our luggage and over 45 min to get our car.
136	I did not expect this from a hotel that is rated over 4 stars.
137	We love the Venetian!
137	The rooms are so nice and big compared to other hotels with similar room rates.
137	The amenities are great and the location is so convenient on the Strip.
137	I had an excellent experience with guest services this last trip.
137	My toiletry bag exploded in my suitcase and saturated the dress I was going to wear to an event the next evening.
137	I called guest services and they had it cleaned, pressed, and returned to me in perfect condition within 4 hours!
137	We will definitely stay at the Venetian again.
139	The room had lots of room and was very nice.
139	No in room coffee or tea.
139	The sofa had the cover off of one of the bottoms.
139	Of course it was in Vegas so no view and being in Vegas did not spend a lot of time in the room.
139	Loved the remote control drapes and having three televisions (one in the bathroom).
139	The lighting in the room was not great especially in the bathroom where you need to see what you are doing when getting ready to go out.
139	Bed was very comfortable.
139	The light switch that turned on the lights on each side of the bed was just on one side and was for both lights - not good if there are two people and one wants the light on and one don't.
140	It was a very good place to stay and the hotel was in perfect condition.
140	Rooms are spacious and full of amenities
141	a hotel on the strip we great location for convention access.
141	casino is busy but fun, restaurant food was good and staff were professional and courteous.
143	Great Casino at the hotel.
143	Big pool, and easy access to Tao Beach if you are looking for a day club.
143	Walking distances from other big hotels, day clubs and night clubs.
143	Hotel is very clean, and smell great.
145	We had a great time celebrating a 50th birthday.
145	The size of the room was fantastic.
145	I wanted the hotel to know that we were there for a celebration, hoping they may provide something special in the room, a balloon, a card, anything, but received a note saying Concierge could help with any events I needed to book.
145	Other than that small disappointment, we had a wonderful stay.
146	Only one night stay but very comfortable.
146	Tao restaurant for dinner was fantastic.
147	Nice rooms and nice staff dgyddcgtdggh fdghfdvgtddchu
148	I booked an overnight to spend with family and friends traveling from England.
148	I needed an early check-in and a late check-out and both were granted no problem when I asked!
148	My room was phenomenal, a king luxury suite w/sunk in living room.
148	The view wasn't great but I wasn't there to be in my room.
148	It was more than a single person needs with 3 tv's, a business office, a luxurious bathroom and easy access to elevators.
148	The Venetian has a ton to offer from its numerous pools, to great shopping, top notch restaurants and a vibrant casino with a Sports Book that offers numerous big screen tv's!
148	It's a resort experience that covers all your wants and needs!
151	Only gripe is no access to the pools till 9am and then it is a bit of a bung fight to get in and find a chair
152	Venetian has a good middle ground of customers.
152	It is easy to get to / from and is classier than the Luxor.
153	My booking includes a $50 dining voucher to use at this Zine restaurant.
153	After the meal, I show the waiter the coupon.
153	He looked confused and said will need to check with manager as he has not seen this before!
153	After checking with the manager, he came back to said that I CANNOT use the coupon now, I will need to charge it to my room and then use it at checkout!
153	The coupon clearly says otherwise, but the waiter insists so I did not say anything more.
153	Later that night I went to the front desk to double check as it just doesn't seem right.
153	The lady called and spoke with the manager at Zine and said to me that the manager was wrong HOWEVER (this is the kicker) she cannot help me as I need to go all the way back to the restaurant to sort it myself (current time 11pm, Venetian front desk and the restaurant is at Palazzo)!
153	I said since it is not my mistake I don't see why I need to go all the way back to the restaurant to sort it.
153	Can you just sort it yourself and honor the coupon?
153	I then have to insist to speak with a duty manager to get it sorted.
153	At the end of the day, the hotel needs to let their staffs know what special they are running and HOW to redeem it.
153	And if they made a mistake, THEY NEED TO TAKE OWNERSHIP AND FIX IT AND NOT TRY TO BLAME EACH OTHER!
153	Other than this unpleasant encounter, everything else is top notch.
153	Enjoyed the stay and the food.
155	We decided to stay at The Venetian because it is in the middle of The Strip and we wanted a resort-feel and the price was great.
155	We can't wait to go back again!
155	Since the room rate was so reasonable, we even splurged and went to the Canyon Creek Spa (located in the Venetian), it was absolutely beautiful and a great way for a couple to spend some time together.
156	Although i stayed for a nighr.
156	Would of loved to stay longer.
156	Love this hotel it has akways been my favorite.
157	the best room ever, best was the bed,a dream come true, cozy living room, jacuzzi tub, seamless tub, mostly too many amenities too mention.
158	The staff was excellent is helping my find my way around, bringing up anything needed to the room.
158	The room was super clean and the bedding was awesome.
158	The check in and check out very quick.
158	THis was my first stay at the Venetian and would highly recommend this resort.
159	Great location on strip and you always feel looked after.
160	Rooms were spacious and comfortable, however really need to be refurbished.
160	Couch cushions were very worn as well as the carpet.
160	My biggest complaint was there is no refrigerator for your personal use and no coffee maker.
160	I understand the casino wants you out of the room and downstairs to buy your coffee and drinks, but it would have made my stay better if there would have been room for my cold drinks and/or coffee maker.
161	Love my experience everything was so close and the entertainment was excellent.
161	The food was great.
162	The Expedia experience was first class from initially making the booking right through to my flight home.
162	The Venetian is a quality hotel and I would recommend it very highly.
162	In addition my flight with Virgin was excellent.
163	No coffee, no refrigerator...
163	Everything is charged...
163	Some basic stuff if changed can make a huge difference
165	Excellent hotel, clean, welcoming.
166	Perfect stay, Room clean and comfortable, I had tried many hotels in Vegas but The Venetian is really the best one i had tried!
166	services are so good but there was just one problem with the Landry service; they delay to deliver our clothes for about 2 more hours after I choose the express service and payed for it.
166	everything else was perfect on this stay.
167	I think the main pool shoul be open at least until 9 pm
168	Loved staying at the Venetian.
168	It was my first time there and I had no idea how cush their rooms are.
168	The bed was so comfy, big screen tv's in bed area and living room area, separate big tubs and great shower.
168	It's the perfect getaway spot.
168	I was surprised that I really liked their casino too.
168	Some of the higher end casino's are just so stuffy, but I thought Venetian's was really great.
168	Had a lot of fun gambling there.
169	Rooms are well designed and exceptionally comfortable
171	What a pleasure it was to stay at this facility.
171	Aside from the breathtaking views the facilities are newly renovated and immaculate.
171	The staff all referred to us by name as if they knew us which felt unusual but all were warm and friendly.
171	I definitely enjoyed the spa.
171	I would love to visit again soon.
172	The room was very comfortable, some problems with housekeeping.
172	Once I telephoned housekeeping directly all problems were corrected.
172	Problem seemed to be with a language barrier and staff not speaking or understanding English.
172	Hotel had many very good and reasonable restaurants on the premises, very convenient.
172	Hotel was easy to get around not over-whelming to negotiate.
173	We had a great room
174	Upon exiting the taxi on arrival I was told to look up.
174	The ceilings all looked like they belonged in an Italian cathedral.
174	Check-in was quick.
174	The hotel has plenty of food options for all tastes and budgets.
174	Be warned - the taxi line at night can be long.
174	The casino and shops get a lot of tourists but they require a room key to get to the elevators that go to the rooms.
175	The hotel was nice, but they tried to trick me.
175	I was there on two consecutive bookings, one private & one paid for by the company, and at check-out they said I did not have any charges.
175	Since I had been warned about charges for mini-bar and opening the fridge, I thought I better go back and get something on paper.
175	And they said oh that was only for the second booking; the first booking had 2 bottles of water.
175	Their mini-bar has pressure sensors that charge you once you pick up something.
175	I had picked up the bottle to read its label to see if it was free; it wasn't, so I put it back.
175	This triggered a charge.
175	Since I did not actually take it , they took it off the bill--but they wouldn't if I hadn't gone back and asked for a printed bill; and of course, they knew that I did not take anything, since it was on the first day, and the bottle did not have to be replenished.
175	So I can only assume they tried to charge, hoping I would not notice at check-out.
176	Excellent Location to Bus Service.
176	Walgreens attached (Palazzo) makes getting the pop,snacks,liquor and incidentals very easy.
176	The only negative is the Wifi connection is average at best.
176	Spoke to others who had no connection.
177	What can I say its was the crème Della crème Room was clean very comfortable in the center of all the action on the Vegas Strip.
177	Plenty of restaurant's to choose from
178	We were at Treasure Island and the staff there was worse than 4th rate motel that rents rooms by the hour, so we moved to the Venetian and it was like night and day.
178	The ONLY thing we had to complain about was our smoking hotel room was a bit ""too"" smokey when we first arrived and we febreezed the hell out of it, as we are light smokers.
178	Also the WiFi had issues, but it was a random occurrence due to a particular convention in the hotel.
178	The staff were very apologetic and comped the resort fees of $25 a day.
178	This was more than except-able as the in room ETH jack was giving me 128 Mbps down and 135Mbps up with a 3ms ping =)
180	Beautiful, large hotel with the most comfortable mattresses.
180	Canal Shopping and Dining areas were excellent.
180	We loved our stay and would recommend.
181	The hotel is a great place.
181	Beautiful, great service, wonderful swimming pools.
182	My wife & I choose the Venetian for our 40th wedding anniversary.
182	We were blown away by the beautiful of this resort on a previous Vegas visit.
182	It was the perfect choice.
182	A stay at the Venetian will not disappoint.
182	If you like to be pampered & treated like royalty, this is the place to go.
183	The hotel is nice, but we had a hard time dealing with drunken college kids coming into the elevator all the time (coming from pool).
183	A 4-5 star hotel needs to ""manage"" its customer.
183	It can't be that we, with well paid money, have to share it with drunken kids (although I understand they want to party of course, but not in a 4-5 star hotel sharing 10 people a room).
183	We comlpained to the management and they offered perks.
